-0.043696456,-0.119628906,1.0
-0.13842185,-0.20302734,1.0
-0.13003118,-0.20805664,1.0
-0.03007483,-0.109716795,1.0
-0.10370567,-0.17885742,1.0
-0.12679376,-0.20332031,1.0
-0.110897996,-0.18398437,1.0
-0.10981518,-0.18369141,1.0
-0.15813518,-0.2130371,1.0
-0.08011249,-0.15458985,1.0
-0.06308754,-0.1347168,1.0
-0.07371978,-0.15932617,1.0
-0.06755877,-0.15424804,1.0
-0.104472324,-0.1786621,1.0
-0.052847397,-0.13999024,1.0
-0.105398916,-0.18383789,1.0
-0.13331616,-0.19335938,1.0
-0.1478537,-0.20805664,1.0
-0.02876136,-0.124658205,1.0
-0.09741212,-0.16899414,1.0
-0.18224476,-0.24199219,1.0
-0.14756054,-0.20800781,1.0
-0.095154464,-0.16435547,1.0
-0.13580695,-0.18896484,1.0
-0.0741664,-0.15454102,1.0
-0.12554236,-0.20307617,1.0
-0.065961614,-0.15898438,1.0
-0.06626571,-0.15917969,1.0
-0.06539599,-0.15385742,1.0
-0.038095314,-0.124853514,1.0
-0.09858885,-0.1883789,1.0
-0.042916704,-0.13427734,1.0
-0.13534613,-0.21762696,1.0
-0.13478592,-0.21767578,1.0
-0.06892939,-0.14482422,1.0
-0.095206395,-0.18374023,1.0
-0.04096978,-0.12983398,1.0
-0.0559523,-0.12998047,1.0
-0.036896035,-0.11538086,1.0
-0.112509094,-0.1932129,1.0
-0.07696596,-0.17387696,1.0
-0.12261704,-0.20810547,1.0
-0.08783181,-0.17392579,1.0
-0.086451195,-0.17875977,1.0
-0.10815053,-0.19799805,1.0
-0.113815024,-0.1930664,1.0
-0.076003365,-0.17382812,1.0
-0.06810055,-0.1543457,1.0
-0.015372711,-0.12006836,1.0
-0.06889021,-0.1496582,1.0
-0.058275007,-0.15927735,1.0
-0.047865774,-0.1541504,1.0
-0.07954546,-0.1737793,1.0
-0.14510606,-0.20322266,1.0
-0.14385131,-0.2034668,1.0
-0.11378683,-0.18857422,1.0
-0.12108489,-0.18369141,1.0
-0.09996055,-0.17373046,1.0
-0.0893952,-0.15888672,1.0
-0.13359676,-0.20297852,1.0
-0.15922534,-0.21289062,1.0
-0.11849449,-0.18354492,1.0
-0.141805,-0.19311523,1.0
-0.15078124,-0.21347657,1.0
-0.09043453,-0.16894531,1.0
-0.074617684,-0.13999024,1.0
-0.14072263,-0.18847656,1.0
-0.11568402,-0.17382812,1.0
-0.13221283,-0.18862304,1.0
-0.108506516,-0.16914062,1.0
-0.13088343,-0.19375,1.0
-0.102185786,-0.16435547,1.0
-0.06686675,-0.14467773,1.0
-0.057887334,-0.13481446,1.0
-0.10654847,-0.16914062,1.0
-0.09881677,-0.16401367,1.0
-0.09878594,-0.15942383,1.0
-0.110540845,-0.17407227,1.0
-0.06985048,-0.13984375,1.0
-0.11626754,-0.17392579,1.0
-0.0805932,-0.14501953,1.0
-0.06549586,-0.12983398,1.0
-0.11423659,-0.1741211,1.0
-0.12121588,-0.18847656,1.0
-0.12074359,-0.1932129,1.0
-0.08516779,-0.15952149,1.0
-0.097072735,-0.16411133,1.0
-0.08941211,-0.16396484,1.0
-0.08108969,-0.15913086,1.0
-0.114267275,-0.1694336,1.0
