-0.12721911,-0.1887207,1.0
-0.045232426,-0.12470703,1.0
-0.09788297,-0.16909179,1.0
-0.10349723,-0.17827149,1.0
-0.13188325,-0.21743163,1.0
-0.11917651,-0.18847656,1.0
-0.0766704,-0.16416016,1.0
-0.17474654,-0.2322754,1.0
-0.0728511,-0.14921875,1.0
-0.07559905,-0.1640625,1.0
-0.079422414,-0.15922852,1.0
-0.07682033,-0.17841797,1.0
-0.040740468,-0.124902345,1.0
-0.033303548,-0.13486329,1.0
-0.11264689,-0.19824219,1.0
-0.09343819,-0.17871094,1.0
-0.1372406,-0.22719726,1.0
-0.123404585,-0.20302734,1.0
-0.1534379,-0.22294922,1.0
-0.062269468,-0.14936523,1.0
-0.1669298,-0.23291016,1.0
-0.15904455,-0.22739258,1.0
-0.094754614,-0.17861328,1.0
-0.14838257,-0.21293946,1.0
-0.13896796,-0.19824219,1.0
-0.09205325,-0.1546875,1.0
